EPA_ID,SITE_NAME,CITY,COUNTY,STATE,ZIP_CODE,LATITUDE,LONGITUDE,STATUS,LISTED_DATE,DELETED_DATE,CONTAMINANTS,EPA_URL
CTD001153923,LINEMASTER SWITCH CORP.,WOODSTOCK,WINDHAM,CT,06281,41.940561,-71.966939,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD001153923
CTD001186618,"RAYMARK INDUSTRIES, INC.",STRATFORD,FAIRFIELD,CT,06614,41.201278,-73.117222,Final,1981-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD001186618
CTD001452093,DURHAM MEADOWS,DURHAM,MIDDLESEX,CT,06422,41.48111,-72.681388,Final,1981-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD001452093
CTD009717604,SOLVENTS RECOVERY SERVICE OF NEW ENGLAND,SOUTHINGTON,HARTFORD,CT,06489,41.6196,-72.878,Final,1979-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD009717604
CTD009774969,YAWORSKI WASTE LAGOON,CANTERBURY,WINDHAM,CT,06331,41.66945,-71.964161,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD009774969
CTD051316313,PRECISION PLATING CORP.,VERNON,TOLLAND,CT,06066-4413,41.84975,-72.447911,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD051316313
CTD072122062,BEACON HEIGHTS LANDFILL,BEACON FALLS,NEW HAVEN,CT,06403,41.43195,-73.035281,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD072122062
CTD108960972,GALLUP'S QUARRY,PLAINFIELD,WINDHAM,CT,06374,41.665281,-71.924161,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD108960972
CTD980521165,"LAUREL PARK, INC.",NAUGATUCK BOROUGH,NEW HAVEN,CT,06770,41.476939,-73.071661,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD980521165
CTD980670814,KELLOGG-DEERING WELL FIELD,NORWALK,FAIRFIELD,CT,06856,41.13055,-73.43195,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD980670814
CTD980732333,BARKHAMSTED-NEW HARTFORD LANDFILL,BARKHAMSTED,LITCHFIELD,CT,06063,41.893947,-72.989337,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD980732333
CTD980906515,NEW LONDON SUBMARINE BASE,NEW LONDON,NEW LONDON,CT,06349,41.400139,-72.087081,Final,1982-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CTD980906515
MAD000192393,SILRESIM CHEMICAL CORP.,LOWELL,MIDDLESEX,MA,01853,42.628889,-71.313889,Final,1978-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD000192393
MAD001002252,"W.R. GRACE & CO., INC. (ACTON PLANT)",ACTON,MIDDLESEX,MA,01720,42.45055,-71.427781,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD001002252
MAD001026319,ATLAS TACK CORP.,FAIRHAVEN,BRISTOL,MA,02719,41.635561,-70.89445,Final,1980-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD001026319
MAD001031574,CREESE & COOK TANNERY (FORMER),DANVERS,ESSEX,MA,01923,42.553111,-70.926722,Final,1979-12-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD001031574
MAD001041987,BAIRD & MCGUIRE,HOLBROOK,NORFOLK,MA,02343,42.149719,-71.028611,Final,1982-03-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD001041987
MAD001197755,WALTON & LONSBURY INC.,ATTLEBORO,BRISTOL,MA,02703,41.957778,-71.296944,Final,1981-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD001197755
MAD001403104,OLIN CHEMICAL,WILMINGTON,MIDDLESEX,MA,01887,42.528056,-71.153889,Final,1980-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD001403104
MAD001409408,MICROFAB INC (FORMER),AMESBURY,ESSEX,MA,01913,42.842394,-70.959842,Final,2016-09-09,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD001409408
MAD003809266,CHARLES GEORGE RECLAMATION TRUST LANDFILL,TYNGSBOROUGH,MIDDLESEX,MA,01879,42.66945,-71.443339,Final,1978-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD003809266
MAD051787323,IRON HORSE PARK,BILLERICA,MIDDLESEX,MA,01862,42.583331,-71.265269,Final,1984-09-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD051787323
MAD062166335,"NUCLEAR METALS, INC.",CONCORD,MIDDLESEX,MA,01742-3897,42.441667,-71.421944,Final,1980-03-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD062166335
MAD076580950,INDUSTRI-PLEX,WOBURN,MIDDLESEX,MA,01801,42.516669,-71.141669,Final,1979-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD076580950
MAD980520621,"RE-SOLVE, INC.",DARTMOUTH,BRISTOL,MA,02747,41.688061,-71.033889,Final,1980-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980520621
MAD980520696,SUTTON BROOK DISPOSAL AREA,TEWKSBURY,MIDDLESEX,MA,01876,42.598222,-71.183194,Final,1979-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980520696
MAD980523336,HAVERHILL MUNICIPAL LANDFILL,HAVERHILL,ESSEX,MA,01830,42.753889,-71.046669,Final,1979-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980523336
MAD980524169,ROSE DISPOSAL PIT,LANESBORO,BERKSHIRE,MA,01237,42.5055,-73.2748,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980524169
MAD980731335,NEW BEDFORD,NEW BEDFORD,BRISTOL,MA,02740,41.643171,-70.919887,Final,1979-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980731335
MAD980731343,SULLIVAN'S LEDGE,NEW BEDFORD,BRISTOL,MA,02740,41.654719,-70.957219,Final,1982-08-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980731343
MAD980731483,PSC RESOURCES,PALMER,HAMPDEN,MA,01069,42.153331,-72.330281,Final,1980-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980731483
MAD980732168,WELLS G&H,WOBURN,MIDDLESEX,MA,01801,42.494719,-71.130839,Final,1979-12-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980732168
MAD980732317,GROVELAND WELLS,GROVELAND,ESSEX,MA,01834,42.753331,-71.038889,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980732317
MAD980732341,HOCOMONCO POND,WESTBOROUGH,WORCESTER,MA,01581,42.272781,-71.650831,Final,1982-09-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD980732341
MAD990685422,NYANZA CHEMICAL WASTE DUMP,ASHLAND,MIDDLESEX,MA,01721,42.258611,-71.473611,Final,1980-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD990685422
MA2570024487,OTIS AIR NATIONAL GUARD BASE/CAMP EDWARDS,FALMOUTH,BARNSTABLE,MA,02542,41.651666,-70.521388,Final,1981-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MA2570024487
MA7210025154,FORT DEVENS,FORT DEVENS,MIDDLESEX,MA,01433,42.536111,-71.596111,Final,1984-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MA7210025154
MA8570024424,HANSCOM FIELD/HANSCOM AIR FORCE BASE,BEDFORD,MIDDLESEX,MA,01730,42.470666,-71.289444,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MA8570024424
MED980504393,SACO MUNICIPAL LANDFILL,SACO,YORK,ME,04072,43.5302,-70.4815,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MED980504393
MED980504435,WINTHROP LANDFILL,WINTHROP,KENNEBEC,ME,04364,44.275831,-69.988331,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MED980504435
MED980524128,CALLAHAN MINING CORP,BROOKSVILLE (CAPE ROSIER),HANCOCK,ME,04617,44.351639,-68.810139,Final,1981-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MED980524128
MED980915474,EASTLAND WOOLEN MILL,CORINNA,PENOBSCOT,ME,04928,44.921667,-69.261111,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MED980915474
MED981073711,EASTERN SURPLUS,MEDDYBEMPS,WASHINGTON,ME,04657,45.038889,-67.358333,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MED981073711
ME8170022018,BRUNSWICK NAVAL AIR STATION,BRUNSWICK,CUMBERLAND,ME,04011,43.90634,-69.933986,Final,1981-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=ME8170022018
ME9570024522,LORING AIR FORCE BASE,LIMESTONE,AROOSTOOK,ME,04751,46.944444,-67.883888,Final,1981-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=ME9570024522
NHD001079649,FLETCHER'S PAINT WORKS & STORAGE,MILFORD,HILLSBOROUGH,NH,03055,42.8358,-71.6554,Final,1985-06-25,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD001079649
NHD001091453,NEW HAMPSHIRE PLATING CO.,MERRIMACK,HILLSBOROUGH,NH,03054,42.855833,-71.488888,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD001091453
NHD062002001,KEARSARGE METALLURGICAL CORP.,CONWAY,CARROLL,NH,03818,43.9721,-71.1293,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD062002001
NHD062004569,TINKHAM GARAGE,LONDONDERRY,ROCKINGHAM,NH,03053,42.860831,-71.351111,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD062004569
NHD064424153,COAKLEY LANDFILL,NORTH HAMPTON,ROCKINGHAM,NH,03840,43.001111,-70.817219,Final,1983-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD064424153
NHD092059112,KEEFE ENVIRONMENTAL SERVICES (KES),EPPING,ROCKINGHAM,NH,03042,43.024169,-71.033331,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD092059112
NHD099363541,SYLVESTER,NASHUA,HILLSBOROUGH,NH,03062,42.7197,-71.523111,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD099363541
NHD980503361,MOTTOLO PIG FARM,RAYMOND,ROCKINGHAM,NH,03077,42.989581,-71.173189,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD980503361
NHD980520191,DOVER MUNICIPAL LANDFILL,DOVER,STRAFFORD,NH,03820,43.2125,-70.953,Final,1981-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD980520191
NHD980520217,TROY MILLS LANDFILL,TROY,CHESHIRE,NH,03465,42.802583,-72.186944,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD980520217
NHD980520225,SOMERSWORTH SANITARY LANDFILL,SOMERSWORTH,STRAFFORD,NH,03878,43.2489,-70.8845,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD980520225
NHD980524086,AUBURN ROAD LANDFILL,LONDONDERRY,ROCKINGHAM,NH,03053,42.9302,-71.3529,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD980524086
NHD980671002,SAVAGE MUNICIPAL WATER SUPPLY,MILFORD,HILLSBOROUGH,NH,03055,42.8418,-71.6884,Final,1983-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD980671002
NHD980671069,SOUTH MUNICIPAL WATER SUPPLY WELL,PETERBOROUGH,HILLSBOROUGH,NH,03458,42.8489,-71.9468,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD980671069
NHD989090469,TIBBETTS ROAD,BARRINGTON,STRAFFORD,NH,03825,43.18,-71.0347,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD989090469
NHD990717647,OTTATI & GOSS/KINGSTON STEEL DRUM,KINGSTON,ROCKINGHAM,NH,03848,42.897219,-71.080561,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD990717647
NH7570024847,PEASE AIR FORCE BASE,PORTSMOUTH/NEWINGTON,ROCKINGHAM,NH,03803,43.080169,-70.82125,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NH7570024847
RID009764929,WESTERN SAND & GRAVEL,BURRILLVILLE,PROVIDENCE,RI,02895,41.9727,-71.595,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID009764929
RID055176283,"PETERSON/PURITAN, INC.",LINCOLN/CUMBERLAND,PROVIDENCE,RI,02864,41.929581,-71.4268,Final,1981-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID055176283
RID093212439,"LANDFILL & RESOURCE RECOVERY, INC. (L&RR)",NORTH SMITHFIELD,PROVIDENCE,RI,02876,41.9795,-71.589,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID093212439
RID980520183,CENTRAL LANDFILL,JOHNSTON,PROVIDENCE,RI,02919-4512,41.808331,-71.534719,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID980520183
RID980521025,ROSE HILL REGIONAL LANDFILL,SOUTH KINGSTOWN,WASHINGTON,RI,02880,41.470831,-71.491669,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID980521025
RID980523070,DAVIS LIQUID WASTE,SMITHFIELD,PROVIDENCE,RI,02828,41.922219,-71.577769,Final,1979-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID980523070
RID980579056,PICILLO FARM,COVENTRY,KENT,RI,02816,41.671669,-71.709169,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID980579056
RID980731442,STAMINA MILLS,NORTH SMITHFIELD (FORESTDALE),PROVIDENCE,RI,02824,41.9964,-71.5647,Final,1979-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID980731442
RID981063993,WEST KINGSTON TOWN DUMP/URI DISPOSAL AREA,SOUTH KINGSTOWN,WASHINGTON,RI,02881,41.496667,-71.535278,Final,1985-02-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID981063993
RID981203755,CENTREDALE MANOR RESTORATION PROJECT,NORTH PROVIDENCE,PROVIDENCE,RI,02911,41.857667,-71.48725,Final,1986-04-10,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RID981203755
RI6170022036,DAVISVILLE NAVAL CONSTRUCTION BATTALION CENTER,NORTH KINGSTOWN,WASHINGTON,RI,02818,41.6095,-71.47422,Final,1981-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RI6170022036
RI6170085470,NEWPORT NAVAL EDUCATION & TRAINING CENTER,NEWPORT,NEWPORT,RI,02871,41.56445,-71.293469,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=RI6170085470
VTD000860239,OLD SPRINGFIELD LANDFILL,SPRINGFIELD,WINDSOR,VT,05156,43.272781,-72.466669,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD000860239
VTD003965415,BURGESS BROTHERS LANDFILL,WOODFORD,BENNINGTON,VT,05201,42.878061,-73.150139,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD003965415
VTD069910354,POWNAL TANNERY,POWNAL,BENNINGTON,VT,05261,42.797167,-73.26575,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD069910354
VTD098352545,COMMERCE STREET PLUME,WILLISTON,CHITTENDEN,VT,05495,44.452583,-73.121389,Final,1986-03-14,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD098352545
VTD980520092,BFI SANITARY LANDFILL (ROCKINGHAM),ROCKINGHAM,WINDHAM,VT,05101,43.226389,-72.439719,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD980520092
VTD980523062,PINE STREET CANAL,BURLINGTON,CHITTENDEN,VT,05401,44.466669,-73.218061,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD980523062
VTD981062441,PARKER SANITARY LANDFILL,LYNDON,CALEDONIA,VT,05849,44.518611,-71.989439,Final,1985-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD981062441
VTD981064223,BENNINGTON MUNICIPAL SANITARY LANDFILL,BENNINGTON,BENNINGTON,VT,05201,42.922219,-73.197781,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD981064223
MAD982191363,BLACKBURN & UNION PRIVILEGES,WALPOLE,NORFOLK,MA,02081,42.138749,-71.251667,Final,1987-12-07,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAD982191363
MED985466168,WEST SITE/HOWS CORNERS,PLYMOUTH,PENOBSCOT,ME,04969,44.740278,-69.182222,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MED985466168
MA2170022022,SOUTH WEYMOUTH NAVAL AIR STATION,WEYMOUTH,NORFOLK,MA,02190,42.155277,-70.93347,Final,1988-10-11,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MA2170022022
MA1210020631,"NATICK LABORATORY ARMY RESEARCH, DEVELOPMENT, AND ENGINEERING CENTER",NATICK,MIDDLESEX,MA,01760,42.288889,-71.363611,Final,1988-10-28,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MA1210020631
MA6170023570,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,BEDFORD,MIDDLESEX,MA,01730,42.478889,-71.290277,Final,1989-09-05,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MA6170023570
VTD988366571,ELY COPPER MINE,VERSHIRE,ORANGE,VT,05079,43.927447,-72.285506,Final,1990-03-06,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD988366571
VTD988366621,ELIZABETH MINE,STRAFFORD,ORANGE,VT,05070,43.823889,-72.328889,Final,1990-03-06,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD988366621
VTD988366720,PIKE HILL COPPER MINE,CORINTH,ORANGE,VT,05039,44.057333,-72.306917,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD988366720
MAN000102204,LOWER NEPONSET RIVER,BOSTON/MILTON,SUFFOLK,MA,02136,42.25229,-71.1232,Final,2021-09-09,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAN000102204
VTD048141741,"JARD COMPANY, INC.",BENNINGTON,BENNINGTON,VT,05201,42.888861,-73.189111,Final,2014-05-12,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=VTD048141741
NHD018958140,BEEDE WASTE OIL,PLAISTOW,ROCKINGHAM,NH,03865,42.855075,-71.105889,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHD018958140
CT0002265551,SCOVILL INDUSTRIAL LANDFILL,WATERBURY,NEW HAVEN,CT,06705,41.550389,-73.010639,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=CT0002265551
NHN000103313,CHLOR-ALKALI FACILITY (FORMER),BERLIN,COOS,NH,03570,44.479194,-71.167194,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHN000103313
MEN000103584,LEEDS METAL,LEEDS,ANDROSCOGGIN,ME,04263,44.237083,-70.08025,Final,2009-05-05,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MEN000103584
NHN000105928,COLLINS & AIKMAN PLANT (FORMER),FARMINGTON,STRAFFORD,NH,03835,43.372,-71.05875,Final,2009-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NHN000105928
MEN000106078,KEDDY MILL,WINDHAM,CUMBERLAND,ME,04062,43.734953,-70.424514,Final,2013-12-12,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MEN000106078
MAN000106144,BJAT LLC,FRANKLIN,NORFOLK,MA,02038,42.074417,-71.410806,Final,2015-03-26,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MAN000106144
NJD000565531,COSDEN CHEMICAL COATINGS CORP.,BEVERLY,BURLINGTON,NJ,08010,40.058183,-74.925899,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD000565531
NJD000606442,QUANTA RESOURCES,EDGEWATER,BERGEN,NJ,07020,40.804306,-73.989167,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD000606442
NJD000607481,CHEMICAL CONTROL,ELIZABETH,UNION,NJ,07202,40.6432,-74.1935,Final,1979-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD000607481
NJD001502517,CIBA-GEIGY CORP.,TOMS RIVER,OCEAN,NJ,08753,39.9867,-74.2363,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD001502517
NJD002005106,UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),EAST RUTHERFORD,BERGEN,NJ,07073,40.83,-74.088889,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002005106
NJD002141190,CPS/MADISON INDUSTRIES,OLD BRIDGE TOWNSHIP,MIDDLESEX,NJ,08857,40.434439,-74.327769,Final,1977-09-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002141190
NJD002144517,PIERSON'S CREEK,NEWARK,ESSEX,NJ,07105,40.7163,-74.1452,Final,2013-12-12,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002144517
NJD002168748,DAYCO CORP./L.E CARPENTER CO.,WHARTON BOROUGH,MORRIS,NJ,07885,40.903331,-74.5775,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002168748
NJD002173276,AMERICAN CYANAMID CO,BRIDGEWATER,SOMERSET,NJ,08805,40.555561,-74.55945,Final,1979-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002173276
NJD002175057,STANDARD CHLORINE,KEARNY,HUDSON,NJ,07032,40.75,-74.097222,Final,1980-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002175057
NJD002349058,"HERCULES, INC. (GIBBSTOWN PLANT)",GIBBSTOWN,GLOUCESTER,NJ,08027,39.838889,-75.277781,Final,1980-09-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002349058
NJD002360188,PIONEER METAL FINISHING INC,FRANKLINVILLE,GLOUCESTER,NJ,08322,39.616969,-75.061474,Final,2020-09-03,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002360188
NJD002362705,NASCOLITE CORP.,MILLVILLE,CUMBERLAND,NJ,08332,39.422219,-75.032781,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002362705
NJD002365930,SHIELDALLOY CORP.,NEWFIELD BOROUGH,GLOUCESTER,NJ,08344,39.543061,-75.022219,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002365930
NJD002385664,"VINELAND CHEMICAL CO., INC.",VINELAND,CUMBERLAND,NJ,08360,39.510281,-75.056661,Final,1966-12-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002385664
NJD002493054,"KAUFFMAN & MINTEER, INC.",SPRINGFIELD TWP(JOBSTOWN),BURLINGTON,NJ,08041,40.0363,-74.694,Final,1984-04-10,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002493054
NJD002517472,METALTEC/AEROSYSTEMS,FRANKLIN BOROUGH,SUSSEX,NJ,07416,41.109719,-74.599719,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD002517472
NJD011717584,"CURCIO SCRAP METAL, INC.",SADDLE BROOK TWP,BERGEN,NJ,07662,40.8907,-74.1035,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD011717584
NJD014623854,"MARTIN AARON, INC.",CAMDEN,CAMDEN,NJ,08104,39.926111,-75.119167,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD014623854
NJD014743678,LIGHTMAN DRUM COMPANY,WINSLOW TOWNSHIP,CAMDEN,NJ,08009,39.729722,-74.905917,Final,1986-01-07,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD014743678
NJD030253355,A. O. POLYMER,SPARTA TOWNSHIP,SUSSEX,NJ,07871,41.04805,-74.63,Final,1978-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD030253355
NJD041743220,SWOPE OIL & CHEMICAL CO.,PENNSAUKEN TOWNSHIP,CAMDEN,NJ,08110,39.9886,-75.0347,Final,1975-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD041743220
NJD041828906,FRIED INDUSTRIES,EAST BRUNSWICK TOWNSHIP,MIDDLESEX,NJ,08816,40.4424,-74.4412,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD041828906
NJD043584101,"MATLACK, INC.",WOOLWICH TOWNSHIP,GLOUCESTER,NJ,08085,39.763106,-75.322169,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD043584101
NJD047321443,"CHEMICAL LEAMAN TANK LINES, INC.",BRIDGEPORT,GLOUCESTER,NJ,08014,39.798331,-75.332781,Final,1981-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD047321443
NJD047684451,"RADIATION TECHNOLOGY, INC.",ROCKAWAY TOWNSHIP,MORRIS,NJ,07866,40.970831,-74.50555,Final,1984-04-10,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD047684451
NJD048044325,LANDFILL & DEVELOPMENT CO.,MOUNT HOLLY,BURLINGTON,NJ,08060,39.980561,-74.770839,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD048044325
NJD048798953,CALDWELL TRUCKING CO.,FAIRFIELD,ESSEX,NJ,07004,40.876389,-74.271389,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NJD048798953
